date,product_id,category_id,store_id,historical_sales,price,promotion_flag,holiday_flag,economic_index,target_demand,historical_sales_is_outlier,price_is_outlier,economic_index_is_outlier,target_demand_is_outlier,target_demand_log1p,economic_index_clipped,year,month,day,week,weekday,lag_1,lag_7,rolling_7,rolling_30,product_id_enc,store_id_enc,promo_count_last_7,promo_count_last_30,days_since_last_promo,promo_x_lag1,price_x_promo,holiday_count_last_7,holiday_count_last_30,days_since_last_holiday,holiday_x_lag1,holiday_x_promo,avg_hist_sales,std_hist_sales,cv_hist_sales,supplier_lead_days,supplier_reliability,demand_during_lead,safety_stock,reorder_point,current_stock,days_of_supply,suggested_order_qty,needs_reorder_flag,slow_moving,high_demand,volatile,critical_spare_flag,stockout_risk_score
2022-02-02,1017,4,1,33,22.47,0,0,105.18,31,1,0,0,0,3.4657359027997265,105.18,2022,2,2,5,2,0.0,0.0,0.0,0.0,17,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.071428571428573,5.165928105075911,0.27087263472308143,12,0.69,228.86,29.53,258.38,172,9.02,87,1,1,0,1,0,0.104
2022-02-04,1025,1,6,16,32.5,1,0,105.97,33,0,0,0,0,3.5263605246161616,105.97,2022,2,4,5,4,20.0,0.0,0.0,0.0,25,5,1.0,1.0,0,20.0,32.5,0.0,0.0,999,0.0,0,21.5,4.831785782312151,0.2247342224331233,8,0.85,172.0,22.55,194.55,387,18.0,0,0,0,1,0,0,0.0
2022-02-05,1029,2,3,20,5.93,0,0,92.06,23,0,0,0,0,3.1780538303479458,92.06,2022,2,5,5,5,0.0,0.0,0.0,0.0,29,2,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,23.4,2.701851217221259,0.11546372723167775,20,0.73,468.0,19.94,487.94,164,7.01,324,1,0,1,0,1,0.179
2022-02-06,1043,2,1,12,21.2,0,0,101.09,6,0,0,0,0,1.9459101490553132,101.09,2022,2,6,5,6,0.0,0.0,0.0,0.0,43,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.0,3.1304951684997047,0.16476290360524762,6,0.71,114.0,12.65,126.65,285,15.0,0,0,1,0,0,0,0.0
2022-02-08,1000,3,10,15,34.79,0,0,94.25,15,0,0,0,0,2.772588722239781,94.25,2022,2,8,6,1,0.0,0.0,0.0,0.0,0,9,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,17.428571428571427,2.992052966172382,0.17167517019021863,3,0.6,52.29,8.55,60.84,261,14.98,0,0,1,0,0,0,0.0
2022-02-08,1044,1,9,19,16.33,0,0,95.12,17,0,0,0,0,2.8903717578961645,95.12,2022,2,8,6,1,0.0,0.0,0.0,0.0,44,8,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.333333333333332,5.280036730818061,0.25967393758121615,23,0.88,467.67,41.78,509.45,122,6.0,388,1,0,1,1,1,0.091
2022-02-08,1018,1,3,14,18.64,0,0,92.96,16,0,0,0,0,2.833213344056216,92.96,2022,2,8,6,1,0.0,0.0,0.0,0.0,18,2,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.857142857142858,3.4364987719368973,0.16476363975039918,29,0.86,604.86,30.54,635.39,375,17.98,261,1,0,1,0,0,0.057
2022-02-10,1019,2,1,20,34.35,0,0,86.93,25,0,0,0,0,3.258096538021482,86.93,2022,2,10,6,3,20.0,0.0,0.0,0.0,19,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.0,3.2659863237109046,0.16329931618554522,18,0.63,360.0,22.86,382.86,140,7.0,243,1,0,0,0,0,0.235
2022-02-10,1044,1,2,19,12.79,1,0,103.99,25,0,0,0,0,3.258096538021482,103.99,2022,2,10,6,3,0.0,0.0,0.0,0.0,44,1,1.0,1.0,0,0.0,12.79,0.0,0.0,999,0.0,0,19.2,4.491968140779471,0.23395667399893078,23,0.88,441.6,35.55,477.15,211,10.99,267,1,1,0,0,0,0.067
2022-02-12,1039,1,8,13,19.02,1,1,88.42,20,0,0,0,0,3.044522437723423,88.42,2022,2,12,6,5,0.0,0.0,0.0,0.0,39,7,1.0,1.0,0,0.0,19.02,1.0,1.0,0,0.0,1,19.545454545454547,5.335984189699897,0.27300384226371566,22,0.83,430.0,41.3,471.3,274,14.02,198,1,1,0,1,0,0.071
2022-02-12,1048,3,7,23,34.08,0,0,95.03,23,0,0,0,0,3.1780538303479458,95.03,2022,2,12,6,5,0.0,0.0,0.0,0.0,48,6,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.23076923076923,2.420531833910549,0.11401055739433746,7,0.76,148.62,10.57,159.18,170,8.01,0,0,0,1,0,1,0.0
2022-02-13,1035,5,5,29,28.54,0,0,99.27,21,0,0,0,0,3.091042453358316,99.27,2022,2,13,6,6,0.0,0.0,0.0,0.0,35,4,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.2,4.871686908385362,0.24117261922699812,10,0.95,202.0,25.42,227.42,222,10.99,6,1,0,0,0,0,0.001
2022-02-14,1030,5,8,24,36.72,0,0,99.05,21,0,0,0,0,3.091042453358316,99.05,2022,2,14,7,0,0.0,0.0,0.0,0.0,30,7,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.1,4.280446497997869,0.23648875679546236,9,0.9,162.9,21.19,184.09,127,7.02,58,1,1,0,0,0,0.031
2022-02-16,1032,5,7,18,29.76,1,1,103.91,24,0,0,0,0,3.2188758248682006,103.91,2022,2,16,7,2,0.0,0.0,0.0,0.0,32,6,1.0,1.0,0,0.0,29.76,1.0,1.0,0,0.0,1,21.0,6.676183683170241,0.31791350872239243,15,0.84,315.0,42.66,357.66,168,8.0,190,1,0,1,1,1,0.085
2022-02-19,1021,1,6,19,24.57,0,0,73.71,14,0,0,0,0,2.70805020110221,73.71,2022,2,19,7,5,0.0,0.0,0.0,0.0,21,5,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.0,3.35748823865807,0.16787441193290348,24,0.97,480.0,27.14,507.14,120,6.0,388,1,0,0,0,0,0.023
2022-02-22,1014,2,4,14,7.25,0,0,93.41,17,0,0,0,0,2.8903717578961645,93.41,2022,2,22,8,1,0.0,0.0,0.0,0.0,14,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.615384615384617,4.350066312491906,0.2012486194391273,17,0.98,367.46,29.59,397.06,411,19.01,0,0,0,1,0,0,0.0
2022-02-22,1031,4,9,14,12.11,0,1,100.96,12,0,0,0,0,2.5649493574615367,100.96,2022,2,22,8,1,0.0,0.0,0.0,0.0,31,8,0.0,0.0,999,0.0,0.0,1.0,1.0,0,0.0,0,20.625,5.125217765408329,0.24849540680767654,26,0.67,536.25,43.12,579.37,392,19.01,188,1,0,1,1,1,0.107
2022-02-23,1047,2,4,18,40.82,0,0,100.81,15,0,0,0,0,2.772588722239781,100.81,2022,2,23,8,2,0.0,0.0,0.0,0.0,47,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,22.733333333333334,5.243590191389684,0.23065646003180426,18,0.99,409.2,36.71,445.91,409,17.99,37,1,0,1,0,0,0.001
2022-02-23,1049,2,2,20,17.01,0,0,122.48,22,0,0,0,0,3.1354942159291497,122.48,2022,2,23,8,2,0.0,0.0,0.0,0.0,49,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.666666666666668,2.6583202716502514,0.14241001455269203,24,0.93,448.0,21.49,469.49,112,6.0,358,1,1,0,0,0,0.053
2022-02-24,1032,2,9,15,23.44,0,0,114.44,19,0,0,0,0,2.995732273553991,114.44,2022,2,24,8,3,0.0,0.0,0.0,0.0,32,8,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.0,4.6291004988627575,0.22043335708870274,15,0.84,315.0,29.58,344.58,378,18.0,0,0,0,1,0,0,0.0
2022-02-25,1008,5,2,15,49.37,0,0,83.58,14,0,0,0,0,2.70805020110221,83.58,2022,2,25,8,4,0.0,0.0,0.0,0.0,8,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.3,5.657836257007719,0.27871114566540484,27,0.76,548.1,48.51,596.61,304,14.98,293,1,0,1,1,1,0.118
2022-03-02,1015,3,1,16,23.94,0,1,98.26,14,0,0,0,0,2.70805020110221,98.26,2022,3,2,9,2,0.0,0.0,0.0,0.0,15,0,0.0,0.0,999,0.0,0.0,1.0,1.0,0,0.0,0,19.0,4.803844614152615,0.25283392706066393,6,0.75,114.0,19.42,133.42,209,11.0,0,0,1,0,1,0,0.0
2022-03-02,1040,5,10,17,23.72,0,1,99.93,16,0,0,0,0,2.833213344056216,99.93,2022,3,2,9,2,0.0,0.0,0.0,0.0,40,9,0.0,0.0,999,0.0,0.0,1.0,1.0,0,0.0,0,20.0,3.6514837167011085,0.1825741858350554,11,0.6,220.0,19.98,239.98,140,7.0,100,1,0,0,0,0,0.167
2022-03-02,1003,4,9,23,12.2,0,0,106.35,20,0,0,0,0,3.044522437723423,106.35,2022,3,2,9,2,0.0,0.0,0.0,0.0,3,8,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,22.5,0.7071067811865476,0.03142696805273545,26,0.71,585.0,5.95,590.95,338,15.02,253,1,0,1,0,1,0.124
2022-03-04,1034,5,5,19,12.68,1,0,111.45,36,0,0,0,0,3.6109179126442243,111.45,2022,3,4,9,4,0.0,0.0,0.0,0.0,34,4,1.0,1.0,0,0.0,12.68,0.0,0.0,999,0.0,0,18.666666666666668,3.446561747421317,0.1846372364689991,21,0.78,392.0,26.06,418.06,224,12.0,195,1,1,0,0,0,0.102
2022-03-06,1020,2,6,18,44.98,0,0,115.68,22,0,0,0,0,3.1354942159291497,115.68,2022,3,6,9,6,0.0,0.0,0.0,0.0,20,5,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.666666666666668,2.8751811537130436,0.1540275618060559,7,0.8,130.67,12.55,143.22,131,7.02,13,1,1,0,0,0,0.017
2022-03-08,1028,4,6,23,25.5,0,0,104.87,21,0,0,0,0,3.091042453358316,104.87,2022,3,8,10,1,0.0,0.0,0.0,0.0,28,5,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.428571428571427,3.7796447300922718,0.17638342073763935,3,0.96,64.29,10.8,75.09,321,14.98,0,0,0,1,0,0,0.0
2022-03-08,1008,1,7,26,22.54,1,0,86.23,32,0,0,0,0,3.4965075614664802,86.23,2022,3,8,10,1,0.0,0.0,0.0,0.0,8,6,1.0,1.0,0,0.0,22.54,0.0,0.0,999,0.0,0,20.8,3.583914681524163,0.17230359045789245,27,0.76,561.6,30.73,592.33,333,16.01,260,1,0,1,0,1,0.105
2022-03-09,1040,3,2,21,37.27,0,0,98.08,17,0,0,0,0,2.8903717578961645,98.08,2022,3,9,10,2,0.0,0.0,0.0,0.0,40,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.25,4.097037257057139,0.21283310426270854,11,0.6,211.75,22.42,234.17,289,15.01,0,0,1,0,0,0,0.0
2022-03-09,1041,3,8,19,20.7,1,0,102.29,30,0,0,0,0,3.4339872044851463,102.29,2022,3,9,10,2,0.0,0.0,0.0,0.0,41,7,1.0,1.0,0,0.0,20.7,0.0,0.0,999,0.0,0,19.77777777777778,2.4381231397212995,0.12327588908703199,28,0.77,553.78,21.29,575.06,237,11.98,339,1,0,0,0,0,0.135
2022-03-13,1010,3,4,22,46.01,0,0,112.56,21,0,0,0,0,3.091042453358316,112.56,2022,3,13,10,6,0.0,0.0,0.0,0.0,10,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.285714285714285,4.07080195679286,0.19124572951375854,5,0.7,106.43,15.02,121.45,149,7.0,0,0,0,1,0,1,0.0
2022-03-13,1018,5,1,18,13.0,0,0,115.87,18,0,0,0,0,2.9444389791664403,115.87,2022,3,13,10,6,0.0,0.0,0.0,0.0,18,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,19.25,6.64864989712539,0.34538441024028,29,0.86,558.25,59.08,617.33,154,8.0,464,1,1,0,1,0,0.105
2022-03-13,1040,3,4,15,10.88,0,0,90.59,16,0,0,0,0,2.833213344056216,90.59,2022,3,13,10,6,0.0,0.0,0.0,0.0,40,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.545454545454547,4.083225106790865,0.22017390281715446,11,0.6,204.0,22.35,226.35,167,9.0,60,1,1,0,0,0,0.105
2022-03-14,1008,5,1,22,37.62,0,0,120.97,20,0,0,0,0,3.044522437723423,120.97,2022,3,14,11,0,0.0,0.0,0.0,0.0,8,0,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.1,3.142893217686178,0.14895228519839704,27,0.76,569.7,26.95,596.65,380,18.01,217,1,0,1,0,1,0.087
2022-03-14,1020,5,6,18,36.98,0,0,84.7,20,0,0,0,0,3.044522437723423,84.7,2022,3,14,11,0,22.0,0.0,0.0,0.0,20,5,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.666666666666668,2.8751811537130436,0.1540275618060559,7,0.8,130.67,12.55,143.22,131,7.02,13,1,1,0,0,0,0.017
2022-03-14,1033,3,2,13,42.6,0,1,87.39,10,0,0,0,0,2.3978952727983707,87.39,2022,3,14,11,0,0.0,0.0,0.0,0.0,33,1,0.0,0.0,999,0.0,0.0,1.0,1.0,0,0.0,0,19.2,3.7058512292499453,0.193013084856768,4,0.61,76.8,12.23,89.03,115,5.99,0,0,1,0,0,0,0.0
2022-03-16,1020,5,5,25,21.97,0,1,90.04,24,0,0,0,0,3.2188758248682006,90.04,2022,3,16,11,2,0.0,0.0,0.0,0.0,20,4,0.0,0.0,999,0.0,0.0,1.0,1.0,0,0.0,0,19.0,4.521553322083512,0.2379764906359743,7,0.8,133.0,19.74,152.74,190,10.0,0,0,1,0,0,0,0.0
2022-03-16,1029,2,10,14,6.45,0,0,91.52,6,0,0,0,0,1.9459101490553132,91.52,2022,3,16,11,2,0.0,0.0,0.0,0.0,29,9,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,18.0,3.594868137091668,0.19971489650509267,20,0.73,360.0,26.53,386.53,324,18.0,63,1,1,0,0,0,0.044
2022-03-17,1039,1,6,19,12.56,0,0,111.21,20,0,0,0,0,3.044522437723423,111.21,2022,3,17,11,3,0.0,0.0,0.0,0.0,39,5,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,20.8,4.570089089472357,0.2197158216092479,22,0.83,457.6,35.37,492.97,416,20.0,77,1,0,1,0,0,0.027
2022-03-19,1015,2,2,20,6.21,0,0,91.54,14,0,0,0,0,2.70805020110221,91.54,2022,3,19,11,5,0.0,0.0,0.0,0.0,15,1,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.454545454545453,4.719399037242695,0.21997198902402396,6,0.75,128.73,19.07,147.8,172,8.02,0,0,0,1,0,1,0.0
2022-03-20,1016,2,4,15,14.2,1,0,94.84,30,0,0,0,0,3.4339872044851463,94.84,2022,3,20,11,6,0.0,0.0,0.0,0.0,16,3,1.0,1.0,0,0.0,14.2,0.0,0.0,999,0.0,0,18.428571428571427,3.994043183589902,0.21673102546611872,23,0.92,423.86,31.61,455.46,313,16.98,143,1,1,0,0,0,0.025
2022-03-24,1038,1,4,23,6.52,0,0,110.52,21,0,0,0,0,3.091042453358316,110.52,2022,3,24,12,3,21.0,0.0,0.0,0.0,38,3,0.0,0.0,999,0.0,0.0,0.0,0.0,999,0.0,0,21.53846153846154,6.462911941936913,0.30006376873278523,5,0.66,107.69,23.84,131.54,237,11.0,0,0,0,1,1,1,0.0
